"","longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","median_house_value","ocean_proximity","income_cat"
"6486",-118.03,34.09,29,1219,338,1152,323,2.8029,180900,"INLAND",2
"6487",-118.03,34.08,32,1780,484,1732,454,2.4464,169600,"INLAND",2
"6488",-118,34.1,34,2249,460,1544,441,3.4005,176300,"INLAND",3
"6491",-118.01,34.1,35,2120,412,1375,405,3.4609,166300,"INLAND",3
"6492",-118,34.08,29,2003,401,1520,364,3.994,195300,"INLAND",3
"6493",-118.01,34.08,30,2281,522,1969,500,3.6531,166300,"INLAND",3
"6498",-118.02,34.08,31,2402,632,2830,603,2.3333,164200,"INLAND",2
"6506",-118.06,34.08,34,1197,260,942,245,3.4202,189100,"<1H OCEAN",3
"6511",-118.05,34.07,32,4492,1075,4119,1035,3.2373,183100,"<1H OCEAN",3
"6513",-118.03,34.07,37,1091,269,905,242,3.1042,152000,"<1H OCEAN",3
"6514",-118.03,34.06,36,1018,305,1307,292,2.1453,162100,"<1H OCEAN",2
"6518",-118.01,34.06,26,557,153,455,196,2.7721,155400,"INLAND",2
"6522",-118.03,34.06,24,2343,834,3537,824,2.1094,135200,"<1H OCEAN",2
"6527",-118.05,34.06,32,2286,654,2991,655,2.1781,174500,"<1H OCEAN",2
"6539",-118.04,34.05,34,1058,230,1043,229,3.0536,137500,"<1H OCEAN",3
"6543",-118.06,34.03,36,21,7,21,9,2.375,175000,"<1H OCEAN",2
"6544",-118.02,34.06,26,2929,970,3792,817,2.2577,173800,"<1H OCEAN",2
"6546",-118.03,34.05,36,1359,317,1557,370,2.7955,157500,"<1H OCEAN",2
"6548",-118.01,34.05,31,1135,355,1717,368,2.1602,161700,"<1H OCEAN",2
"6551",-118.02,34.04,28,6175,1449,5041,1408,2.8821,158100,"<1H OCEAN",2
"6559",-118.11,34.2,36,4915,725,1897,700,6.827,359400,"INLAND",5
"6561",-118.13,34.19,48,2539,425,930,364,4.7269,303900,"INLAND",4
"6570",-118.15,34.2,46,1505,261,857,269,4.5,184200,"INLAND",3
"6572",-118.15,34.19,48,1854,360,1126,382,3.2216,161600,"<1H OCEAN",3
"6573",-118.15,34.19,47,1717,314,868,295,3.6094,160700,"<1H OCEAN",3
"6591",-118.18,34.19,48,1371,NA,528,155,15.0001,500001,"<1H OCEAN",5
"6593",-118.2,34.19,38,2176,266,798,243,15.0001,500001,"<1H OCEAN",5
"6594",-118.18,34.17,43,4269,591,1467,582,9.0702,500001,"<1H OCEAN",5
"6597",-118.15,34.17,46,2553,558,1740,492,2.0278,127500,"<1H OCEAN",2
"6599",-118.16,34.18,48,568,145,559,135,2.4135,135700,"<1H OCEAN",2
"6600",-118.16,34.17,52,1193,228,703,221,3.1741,163800,"<1H OCEAN",3
"6604",-118.16,34.19,44,2195,449,1377,417,3.5887,153500,"<1H OCEAN",3
"6619",-118.12,34.18,47,2344,513,1537,481,3.4777,230600,"INLAND",3
"6620",-118.13,34.18,52,1464,211,603,226,5.8309,309100,"INLAND",4
"6623",-118.13,34.17,52,1784,368,966,345,3.6094,261500,"<1H OCEAN",3
"6625",-118.14,34.17,52,2667,486,1681,504,4.0524,173100,"<1H OCEAN",3
"6642",-118.15,34.15,49,806,199,698,172,2.3654,137500,"<1H OCEAN",2
"6643",-118.14,34.17,34,2384,604,2073,540,2.3062,158000,"<1H OCEAN",2
"6644",-118.14,34.16,30,2598,757,2869,769,2.1377,142300,"<1H OCEAN",2
"6646",-118.15,34.17,36,930,280,1024,300,1.0846,146400,"<1H OCEAN",1
"6647",-118.13,34.17,49,1962,435,1329,457,3.2898,2e+05,"<1H OCEAN",3
"6655",-118.12,34.16,30,1762,416,940,398,2.8631,188600,"<1H OCEAN",2
"6656",-118.13,34.16,33,2682,716,2050,692,2.4817,169500,"<1H OCEAN",2
"6665",-118.13,34.16,52,1787,427,1107,410,2.5664,215000,"<1H OCEAN",2
"6666",-118.09,34.17,36,2875,552,1131,458,4.3083,269300,"INLAND",3
"6675",-118.12,34.15,35,1760,447,984,384,3.4167,198200,"<1H OCEAN",3
"6680",-118.08,34.16,42,3490,665,1713,620,4.5461,242400,"INLAND",4
"6682",-118.09,34.15,52,670,141,268,110,3.5568,205000,"INLAND",3
"6687",-118.07,34.15,45,1095,237,672,234,3.4087,209200,"INLAND",3
"6688",-118.07,34.14,42,3200,685,1668,628,3.375,260400,"INLAND",3
"6689",-118.08,34.15,28,238,58,142,31,0.4999,500001,"INLAND",1
"6698",-118.11,34.14,52,2401,332,810,308,6.0948,358700,"<1H OCEAN",5
"6704",-118.13,34.14,23,5465,1494,2511,1359,3.4531,210900,"<1H OCEAN",3
"6706",-118.14,34.14,24,10239,2823,4210,2565,3.6997,225000,"<1H OCEAN",3
"6711",-118.16,34.14,27,1551,254,816,233,8.2435,500001,"<1H OCEAN",5
"6715",-118.18,34.13,39,2902,460,1007,420,6.1953,363000,"<1H OCEAN",5
"6720",-118.13,34.13,52,2826,381,924,365,7.9976,500001,"<1H OCEAN",5
"6724",-118.15,34.13,34,824,224,430,213,3.6389,215000,"<1H OCEAN",3
"6741",-118.09,34.12,38,1713,285,779,286,5.6152,359900,"<1H OCEAN",4
"6747",-118.08,34.12,27,1685,341,757,317,4.2434,270500,"<1H OCEAN",3
"6758",-118.11,34.1,49,2812,478,1329,490,5.2503,292900,"<1H OCEAN",4
"6770",-118.15,34.1,52,4325,823,1927,795,3.9485,419100,"<1H OCEAN",3
"6774",-118.15,34.12,36,6119,1513,2719,1402,3.8427,319700,"<1H OCEAN",3
"6784",-118.17,34.11,39,1758,436,892,447,3.6406,278900,"<1H OCEAN",3
"6787",-118.14,34.1,27,4073,1013,2411,933,3.108,231000,"<1H OCEAN",3
"6789",-118.15,34.09,52,2203,430,1238,403,4.4306,225800,"<1H OCEAN",3
"6790",-118.16,34.09,52,1722,448,1122,425,3.1204,224000,"<1H OCEAN",3
"6791",-118.15,34.1,36,3514,818,2277,828,3.1211,229300,"<1H OCEAN",3
"6797",-118.14,34.08,30,1433,397,1110,346,2.3464,191700,"<1H OCEAN",2
"6813",-118.07,34.09,33,2178,445,1153,400,3.6083,212000,"<1H OCEAN",3
"6828",-118.11,34.08,42,3172,644,1829,642,3.3966,243200,"<1H OCEAN",3
"6829",-118.11,34.08,30,2350,472,945,467,3.3421,201000,"<1H OCEAN",3
"6833",-118.12,34.08,52,1437,290,980,282,5.3032,245700,"<1H OCEAN",4
"6836",-118.12,34.08,35,2248,NA,1762,622,3,253900,"<1H OCEAN",2
"6837",-118.13,34.08,35,2517,662,1883,607,2.5787,223000,"<1H OCEAN",2
"6843",-118.13,34.06,17,1714,572,1590,568,1.1875,183900,"<1H OCEAN",1
"6845",-118.12,34.06,17,5137,1614,4945,1535,2.4599,181600,"<1H OCEAN",2
"6851",-118.15,34.07,52,1983,344,887,331,3.2875,234400,"<1H OCEAN",3
"6865",-118.14,34.05,39,1880,367,954,349,3.875,236400,"<1H OCEAN",3
"6869",-118.11,34.06,32,1273,344,1148,368,2.1061,214700,"<1H OCEAN",2
"6876",-118.11,34.07,39,1270,299,1073,278,3.3088,186600,"<1H OCEAN",3
"6879",-118.09,34.07,26,794,182,709,170,3.175,170800,"<1H OCEAN",3
"6881",-118.09,34.07,45,726,146,568,160,3.0347,183200,"<1H OCEAN",3
"6883",-118.09,34.06,30,1980,552,2264,511,2.6094,179400,"<1H OCEAN",2
"6885",-118.08,34.04,20,5841,1146,3273,1131,4.7222,185100,"<1H OCEAN",4
"6887",-118.1,34.06,31,2852,740,3100,725,2.9524,178800,"<1H OCEAN",2
"6891",-118.1,34.05,31,3559,734,2975,715,3.756,183300,"<1H OCEAN",3
"6893",-118.09,34.04,18,5580,1369,3842,1276,3.6512,168500,"<1H OCEAN",3
"6897",-118.12,34.05,32,3775,786,2416,792,3.6625,247600,"<1H OCEAN",3
"6906",-118.11,34.03,36,1493,316,989,293,3.5272,213700,"<1H OCEAN",3
"6908",-118.12,34.04,34,2103,427,1355,434,4.5795,235300,"<1H OCEAN",4
"6911",-117.95,33.95,29,4943,674,1913,641,6.8189,379300,"<1H OCEAN",5
"6916",-117.99,33.95,30,2217,284,851,291,10.4835,498600,"<1H OCEAN",5
"6926",-118.07,34.01,36,1391,283,1025,275,3.2375,176800,"<1H OCEAN",3
"6931",-118.08,34.02,14,3789,810,2551,793,2.9321,144200,"<1H OCEAN",2
"6932",-118.08,34.01,33,1091,233,890,226,2.7679,176400,"<1H OCEAN",2
"6934",-118.09,34.01,36,1465,363,1538,342,3.5469,150600,"<1H OCEAN",3
"6939",-118.09,33.99,34,1369,270,1005,272,3.692,172600,"<1H OCEAN",3
"6948",-118.08,33.99,37,1419,310,1125,296,2.5,162000,"<1H OCEAN",2
"6950",-118.08,34,32,1165,358,997,361,0.9817,166300,"<1H OCEAN",1
"6952",-118.07,33.99,41,1204,252,1002,248,3.0577,163300,"<1H OCEAN",3
"6960",-118.07,34,37,2976,636,2117,598,4.1058,167300,"<1H OCEAN",3
"6965",-118.06,33.99,47,1588,309,827,292,3.7833,166100,"<1H OCEAN",3
"6969",-118.05,33.98,41,1406,428,1174,390,2.0147,137500,"<1H OCEAN",2
"6973",-118.03,33.98,46,1974,465,880,441,2.7578,236800,"<1H OCEAN",2
"6976",-118.04,33.98,25,3040,831,1580,735,2.3182,182100,"<1H OCEAN",2
"6979",-118.03,33.97,32,2468,552,1190,479,3.8275,238500,"<1H OCEAN",3
"6988",-118.03,33.97,39,2126,434,1103,433,3.2852,196200,"<1H OCEAN",3
"6989",-118.03,33.97,36,2149,527,1359,481,2.824,167900,"<1H OCEAN",2
"6994",-118.02,33.95,36,1681,329,964,311,4.108,181200,"<1H OCEAN",3
"6998",-118.03,33.95,37,1772,321,934,326,4.1471,177800,"<1H OCEAN",3
"6999",-118.04,33.95,36,2722,515,1390,486,3.8214,178500,"<1H OCEAN",3
"7008",-118.07,33.98,41,1478,273,916,281,3.9688,169800,"<1H OCEAN",3
"7018",-118.09,33.98,39,936,194,691,211,3.6875,169500,"<1H OCEAN",3
"7019",-118.09,33.97,39,1473,297,1108,294,4.1389,166000,"<1H OCEAN",3
"7021",-118.1,33.97,35,2426,529,2010,514,2.9922,163500,"<1H OCEAN",2
"7025",-118.11,33.97,33,2125,500,1672,476,3.6397,166600,"<1H OCEAN",3
"7026",-118.11,33.98,36,446,108,410,117,3.3942,147200,"<1H OCEAN",3
"7028",-118.09,33.96,36,1116,229,719,233,3.425,163200,"<1H OCEAN",3
"7032",-118.1,33.97,20,1878,548,1461,516,2.9821,142500,"<1H OCEAN",2
"7033",-118.1,33.96,36,2013,435,1476,475,3.9549,192100,"<1H OCEAN",3
"7037",-118.08,33.96,35,2104,399,1659,387,4.0096,165000,"<1H OCEAN",3
"7045",-118.04,33.95,35,1945,357,1227,359,5.2162,171900,"<1H OCEAN",4
"7050",-118.04,33.93,36,1045,239,1165,230,3.1979,161800,"<1H OCEAN",3
"7052",-118.05,33.93,35,2107,480,2241,443,3.1513,150000,"<1H OCEAN",3
"7068",-118.01,33.95,36,1579,290,816,276,4.4318,181100,"<1H OCEAN",3
"7080",-118,33.94,35,2603,482,1305,507,3.9543,214400,"<1H OCEAN",3
"7082",-118.01,33.94,36,1921,329,969,327,4.9191,188700,"<1H OCEAN",4
"7085",-118.02,33.93,33,4711,988,2984,931,3.6028,184700,"<1H OCEAN",3
"7086",-117.99,33.93,36,1287,233,779,229,4.8523,175800,"<1H OCEAN",4
"7093",-118.02,33.92,34,1478,251,956,277,5.5238,185300,"<1H OCEAN",4
"7097",-118,33.93,24,4534,967,2547,895,3.9575,215400,"<1H OCEAN",3
"7102",-117.99,33.9,30,1677,372,1021,332,3.5859,199700,"<1H OCEAN",3
"7107",-118.01,33.9,26,2968,674,1655,628,4.6094,201000,"<1H OCEAN",4
"7108",-118.01,33.89,34,1653,292,1003,310,4.6,203400,"<1H OCEAN",4
"7110",-118,33.89,35,1011,183,578,171,3.9861,188700,"<1H OCEAN",3
"7115",-118.02,33.92,34,2169,418,1169,406,3.2222,218700,"<1H OCEAN",3
"7118",-118.02,33.91,35,2182,390,1248,399,5.4236,216700,"<1H OCEAN",4
"7119",-118.02,33.9,34,1636,358,977,357,3.5938,209900,"<1H OCEAN",3
"7120",-118.03,33.9,35,1434,279,744,252,3.7308,202400,"<1H OCEAN",3
"7128",-118.09,34.02,28,1984,313,1099,343,4.5526,250200,"<1H OCEAN",4
"7130",-118.1,34.02,33,1143,172,508,174,4.9107,279900,"<1H OCEAN",4
"7133",-118.12,34.03,20,2595,428,1751,479,5.6112,308000,"<1H OCEAN",4
"7138",-118.11,34.02,40,1727,309,932,313,3.95,210200,"<1H OCEAN",3
"7139",-118.11,34.01,43,1539,386,1122,377,2.4605,196000,"<1H OCEAN",2
"7140",-118.12,34.02,36,1595,383,1105,359,2.4286,205600,"<1H OCEAN",2
"7141",-118.12,34.02,32,1789,528,1429,517,1.8906,224500,"<1H OCEAN",2
"7143",-118.13,34.02,38,1243,310,788,286,2.5852,185100,"<1H OCEAN",2
"7154",-118.15,34.03,44,603,207,588,218,2.0536,186400,"<1H OCEAN",2
"7155",-118.15,34.03,42,1481,411,1206,394,2.6806,189300,"<1H OCEAN",2
"7162",-118.17,34.03,31,1014,252,1064,247,2.4167,125500,"<1H OCEAN",2
"7166",-118.17,34.05,35,1256,294,2990,302,3.1528,121800,"<1H OCEAN",3
"7179",-118.18,34.05,41,616,196,814,180,3.3333,115100,"<1H OCEAN",3
"7182",-118.19,34.04,34,1011,274,1164,262,2.8542,146900,"<1H OCEAN",2
"7189",-118.17,34.04,45,911,238,1005,229,2.8167,114000,"<1H OCEAN",2
"7194",-118.19,34.03,27,1346,340,1177,295,1.7995,153400,"<1H OCEAN",2
"7221",-118.16,34.02,41,1256,391,1511,381,1.7981,166000,"<1H OCEAN",2
"7227",-118.16,34.02,42,814,216,773,208,2.5313,156900,"<1H OCEAN",2
"7231",-118.14,34.02,44,1715,460,1740,423,2.7019,153300,"<1H OCEAN",2
"7233",-118.13,34.02,36,984,275,1024,284,2.125,153500,"<1H OCEAN",2
"7234",-118.14,34.01,42,1007,277,1060,268,3.0179,153700,"<1H OCEAN",3
"7237",-118.14,34.01,42,1973,510,1841,502,2.5326,156500,"<1H OCEAN",2
"7239",-118.13,34.01,40,2412,629,2119,600,2.075,151100,"<1H OCEAN",2
"7240",-118.13,34.01,43,782,207,827,223,3.1538,154300,"<1H OCEAN",3
"7242",-118.12,34,31,3281,768,2385,733,2.7308,173800,"<1H OCEAN",2
"7250",-118.12,33.99,27,2316,559,2012,544,2.8155,176800,"<1H OCEAN",2
"7254",-118.14,34.01,36,702,210,834,216,2.25,162500,"<1H OCEAN",2
"7261",-118.18,34.01,39,322,82,319,90,2.6364,148800,"<1H OCEAN",2
"7265",-118.22,33.99,24,1402,482,1976,466,2.6964,163200,"<1H OCEAN",2
"7268",-118.22,33.98,34,2283,809,3032,832,2.4387,175000,"<1H OCEAN",2
"7271",-118.23,33.98,25,986,310,1439,251,2.39,183300,"<1H OCEAN",2
"7273",-118.23,33.98,30,2562,959,3909,955,1.9929,150600,"<1H OCEAN",2
"7274",-118.24,33.99,28,312,89,498,87,2.4107,96400,"<1H OCEAN",2
"7275",-118.24,33.98,30,861,250,1062,231,1.75,115400,"<1H OCEAN",2
"7284",-118.25,33.98,37,1503,392,1886,401,2.5637,125000,"<1H OCEAN",2
"7285",-118.24,33.98,37,1196,364,1622,327,2.125,108900,"<1H OCEAN",2
"7289",-118.22,33.98,42,626,143,625,156,3.125,166300,"<1H OCEAN",3
"7302",-118.19,33.99,38,1212,272,1129,263,2.6673,142300,"<1H OCEAN",2
"7304",-118.19,33.98,40,973,272,1257,258,2.8214,158000,"<1H OCEAN",2
"7306",-118.19,33.99,37,2073,614,2544,598,2.9054,156300,"<1H OCEAN",2
"7312",-118.2,33.99,31,1186,387,2087,409,1.9132,154600,"<1H OCEAN",2
"7317",-118.19,33.98,36,4179,NA,4582,1196,2.0087,172100,"<1H OCEAN",2
"7328",-118.17,33.97,31,3388,1059,3558,957,2.4049,159000,"<1H OCEAN",2
"7331",-118.17,33.98,41,756,NA,873,212,2.7321,156000,"<1H OCEAN",2
"7336",-118.18,33.98,38,1477,374,1514,408,2.5703,178600,"<1H OCEAN",2
"7340",-118.16,33.97,23,1516,457,1977,435,2.3068,157800,"<1H OCEAN",2
"7341",-118.16,33.97,30,2419,715,3208,719,2.1743,176000,"<1H OCEAN",2
"7342",-118.14,33.97,29,1846,530,2576,528,2.63,156000,"<1H OCEAN",2
"7343",-118.14,33.97,31,1161,267,1175,282,3.0114,177000,"<1H OCEAN",3
"7370",-118.21,33.97,52,4220,908,3731,892,3.1901,167600,"<1H OCEAN",3
"7371",-118.22,33.97,43,381,67,259,60,3.0313,166100,"<1H OCEAN",3
"7379",-118.24,33.97,43,1357,349,1657,331,2.0819,111800,"<1H OCEAN",2
"7383",-118.25,33.97,36,1026,294,1316,268,1.7708,102600,"<1H OCEAN",2
"7390",-118.25,33.97,38,1231,346,1217,354,1.8661,106600,"<1H OCEAN",2
"7394",-118.25,33.96,43,2015,419,1543,399,1.8672,98100,"<1H OCEAN",2
"7396",-118.25,33.95,41,1576,339,1252,302,1.9798,98100,"<1H OCEAN",2
"7402",-118.24,33.96,37,1602,388,1553,342,2.0655,93400,"<1H OCEAN",2
"7404",-118.23,33.95,27,504,142,789,167,0.9518,91400,"<1H OCEAN",1
"7405",-118.21,33.96,39,2050,529,1959,485,2.1389,168900,"<1H OCEAN",2
"7406",-118.21,33.96,39,2265,628,2323,599,2.1522,155300,"<1H OCEAN",2
"7412",-118.22,33.95,36,1679,483,2249,487,2.8167,160400,"<1H OCEAN",2
"7423",-118.2,33.96,37,2127,533,2021,480,2.9773,164600,"<1H OCEAN",2
"7432",-118.2,33.94,42,618,163,680,179,3.3472,154200,"<1H OCEAN",3
"7436",-118.19,33.95,44,1436,271,850,269,3.2768,179100,"<1H OCEAN",3
"7438",-118.19,33.94,45,1403,315,1111,311,3.3846,168100,"<1H OCEAN",3
"7447",-118.16,33.93,35,757,151,474,132,3.7361,179800,"<1H OCEAN",3
"7451",-118.18,33.94,43,2724,612,2340,570,2.7,165000,"<1H OCEAN",2
"7465",-118.19,33.93,42,1829,391,1614,377,3.1912,146400,"<1H OCEAN",3
"7467",-118.19,33.93,44,1613,345,1227,342,3.1667,145700,"<1H OCEAN",3
"7471",-118.21,33.94,34,892,318,1443,341,2.1903,162500,"<1H OCEAN",2
"7476",-118.2,33.93,41,857,201,934,227,2.6339,145700,"<1H OCEAN",2
"7481",-118.22,33.94,40,930,258,1203,244,2.5938,115400,"<1H OCEAN",2
"7482",-118.23,33.93,23,545,131,610,126,1.4861,95100,"<1H OCEAN",1
"7483",-118.23,33.93,30,1147,260,1219,210,2.0658,93200,"<1H OCEAN",2
"7486",-118.21,33.92,37,1705,403,1839,410,2.5833,132700,"<1H OCEAN",2
"7489",-118.22,33.92,43,1195,256,1251,262,3.4539,125000,"<1H OCEAN",3
"7492",-118.23,33.92,32,2698,640,1953,613,1.2222,107200,"<1H OCEAN",1
"7494",-118.24,33.92,42,328,100,605,87,2.4464,97400,"<1H OCEAN",2
"7496",-118.25,33.93,38,180,43,246,56,2.85,90000,"<1H OCEAN",2
"7497",-118.25,33.93,27,581,135,647,131,3.2917,83100,"<1H OCEAN",3
"7499",-118.25,33.92,46,723,154,411,165,2.0893,96500,"<1H OCEAN",2
"7500",-118.25,33.92,44,1737,363,1184,343,2.5363,95900,"<1H OCEAN",2
"7502",-118.26,33.92,42,3320,682,2105,632,1.9809,104600,"<1H OCEAN",2
"7503",-118.26,33.91,44,892,139,440,159,2.8859,120800,"<1H OCEAN",2
"7505",-118.27,33.92,35,1818,374,1444,372,2.745,106800,"<1H OCEAN",2
"7508",-118.27,33.91,42,1786,358,1318,373,2.625,101100,"<1H OCEAN",2
"7510",-118.27,33.91,32,2238,471,1292,467,1.1705,110600,"<1H OCEAN",1
"7521",-118.26,33.91,33,954,241,655,218,2.5882,92800,"<1H OCEAN",2
"7523",-118.24,33.91,40,972,240,761,225,1.4688,88200,"<1H OCEAN",1
"7526",-118.24,33.91,37,1607,377,1526,375,1.7158,94300,"<1H OCEAN",2
"7527",-118.24,33.92,40,1772,369,1122,324,3.2768,96100,"<1H OCEAN",3
"7528",-118.23,33.92,32,1735,430,1699,386,1.1793,103800,"<1H OCEAN",1
"7535",-118.23,33.91,34,1060,276,1215,250,2.0804,84700,"<1H OCEAN",2
"7540",-118.22,33.9,38,796,159,679,167,3.6607,110400,"<1H OCEAN",3
"7554",-118.18,33.91,36,1138,238,878,224,2.0625,134400,"<1H OCEAN",2
"7559",-118.2,33.91,43,1381,278,1494,298,3.5878,118400,"<1H OCEAN",3
"7569",-118.19,33.89,38,4018,986,3702,927,2.9293,113600,"<1H OCEAN",2
"7571",-118.21,33.89,42,1254,225,929,235,4.3646,116200,"<1H OCEAN",3
"7575",-118.21,33.89,45,1211,234,1128,261,3.4792,110700,"<1H OCEAN",3
"7579",-118.22,33.89,41,990,228,776,207,2.125,120200,"<1H OCEAN",2
"7581",-118.22,33.89,36,873,240,1086,217,2.25,126600,"<1H OCEAN",2
"7588",-118.23,33.9,34,2462,553,2334,502,1.641,96800,"<1H OCEAN",2
"7600",-118.25,33.89,36,406,71,268,77,3.9,115800,"<1H OCEAN",3
"7601",-118.25,33.89,34,1367,288,1183,286,2.6812,104100,"<1H OCEAN",2
"7605",-118.25,33.88,37,1027,217,1042,254,2.2121,98600,"<1H OCEAN",2
"7607",-118.25,33.89,36,1527,309,1154,279,3.3095,105500,"<1H OCEAN",3
"7611",-118.22,33.88,37,1149,280,1016,250,2.125,101900,"<1H OCEAN",2
"7616",-118.23,33.89,36,2598,514,1872,514,3.1667,117700,"<1H OCEAN",3
"7627",-118.27,33.86,29,2587,489,2115,475,3.7466,168600,"<1H OCEAN",3
"7628",-118.27,33.86,26,1097,167,701,188,6.5799,196600,"<1H OCEAN",5
"7643",-118.27,33.82,36,1593,334,1427,320,4.4015,166900,"<1H OCEAN",3
"7644",-118.27,33.82,33,1596,337,1650,329,4.3687,173500,"<1H OCEAN",3
"7650",-118.27,33.8,28,4698,902,3287,881,4.8508,215900,"<1H OCEAN",4
"7657",-118.26,33.82,28,5091,1074,4753,1033,3.6477,117400,"<1H OCEAN",3
"7674",-118.08,33.93,34,1558,375,1179,337,3.2188,165100,"<1H OCEAN",3
"7679",-118.09,33.92,31,1983,419,1157,390,3.5455,168300,"<1H OCEAN",3
"7680",-118.09,33.93,37,1950,356,1183,338,4.1449,175300,"<1H OCEAN",3
"7681",-118.1,33.92,35,2017,383,1388,386,4.0774,171600,"<1H OCEAN",3
"7682",-118.1,33.93,36,1124,217,707,234,4.375,174500,"<1H OCEAN",3
"7683",-118.1,33.93,33,1474,325,1205,335,3.1397,166800,"<1H OCEAN",3
"7705",-118.14,33.96,34,2744,541,1333,503,4.0536,277200,"<1H OCEAN",3
"7707",-118.13,33.97,34,1736,297,823,292,5.4042,241600,"<1H OCEAN",4
"7718",-118.13,33.94,34,522,138,373,139,3.5481,265000,"<1H OCEAN",3
"7719",-118.13,33.95,24,6662,1852,3792,1735,3.1104,230000,"<1H OCEAN",3
"7723",-118.12,33.94,31,2210,519,1047,472,3.3292,271300,"<1H OCEAN",3
"7725",-118.11,33.94,36,1949,319,909,325,5.1587,296600,"<1H OCEAN",4
"7729",-118.13,33.92,28,3069,864,1932,835,2.4925,177200,"<1H OCEAN",2
"7734",-118.14,33.93,32,2065,438,1075,442,4.4279,226400,"<1H OCEAN",3
"7741",-118.15,33.94,37,1594,321,1003,323,3.3289,199700,"<1H OCEAN",3
"7748",-118.16,33.92,36,2062,351,1134,358,4.4881,218900,"<1H OCEAN",3
"7759",-118.13,33.91,34,916,162,552,164,4.9107,222000,"<1H OCEAN",4
"7763",-118.1,33.91,36,1080,201,719,201,4.2679,175800,"<1H OCEAN",3
"7772",-118.09,33.92,35,1994,419,1491,428,3.7383,166200,"<1H OCEAN",3
"7773",-118.1,33.91,35,1592,335,1238,320,4.9732,165000,"<1H OCEAN",4
"7784",-118.06,33.91,36,1360,271,909,275,4.6731,173300,"<1H OCEAN",4
"7786",-118.05,33.9,41,550,129,642,125,1.875,119900,"<1H OCEAN",2
"7787",-118.05,33.9,36,1047,227,975,239,3.1897,155000,"<1H OCEAN",3
"7792",-118.07,33.89,35,1145,274,1651,265,3.125,120300,"<1H OCEAN",3
"7796",-118.07,33.9,39,2502,546,1849,518,3.8846,164100,"<1H OCEAN",3
"7806",-118.09,33.89,42,1150,215,708,204,3.6875,171500,"<1H OCEAN",3
"7808",-118.09,33.89,27,3399,882,2465,811,3.099,166600,"<1H OCEAN",3
"7811",-118.1,33.9,37,796,175,740,183,3.6,156400,"<1H OCEAN",3
"7812",-118.1,33.89,36,769,142,498,137,4.7159,182100,"<1H OCEAN",4
"7817",-118.11,33.88,35,1623,304,868,272,3.5893,276000,"<1H OCEAN",3
"7819",-118.11,33.9,35,1323,269,1084,240,5.0753,178000,"<1H OCEAN",4
"7821",-118.11,33.91,36,1088,231,617,211,3.8824,193100,"<1H OCEAN",3
"7822",-118.12,33.91,36,1432,265,749,261,3.5772,207400,"<1H OCEAN",3
"7824",-118.13,33.9,38,1475,269,827,265,4.7663,191600,"<1H OCEAN",4
"7834",-118.16,33.91,28,2922,739,3013,673,2.9531,127100,"<1H OCEAN",2
"7844",-118.18,33.9,32,778,227,933,209,2.7292,143800,"<1H OCEAN",2
"7856",-118.16,33.88,30,1694,398,1181,383,2.9779,169500,"<1H OCEAN",2
"7872",-118.14,33.89,37,1159,238,740,243,4.9107,179600,"<1H OCEAN",4
"7875",-118.14,33.89,33,1250,276,866,268,4.1708,175000,"<1H OCEAN",3
"7885",-118.13,33.87,20,3638,868,2326,822,3.3304,194600,"<1H OCEAN",3
"7892",-118.07,33.88,17,2407,539,1422,524,4.2619,139700,"<1H OCEAN",3
"7895",-118.08,33.86,17,2259,383,1378,386,5.8733,287000,"<1H OCEAN",4
"7898",-118.07,33.85,16,3771,606,2196,564,7.0113,319700,"<1H OCEAN",5
"7900",-118.05,33.86,16,2851,626,1985,603,5.4089,265600,"<1H OCEAN",4
"7908",-118.09,33.85,19,8120,1371,5026,1345,6.3093,286500,"<1H OCEAN",5
"7913",-118.08,33.89,33,2131,435,2045,426,4,145700,"<1H OCEAN",3
"7914",-118.08,33.88,27,923,186,1014,204,3.825,159500,"<1H OCEAN",3
"7916",-118.08,33.88,26,1507,270,931,275,5.1645,244900,"<1H OCEAN",4
"7917",-118.08,33.87,23,2536,552,2012,556,4.1406,200800,"<1H OCEAN",3
"7924",-118.08,33.86,29,1018,235,684,248,3.3333,198800,"<1H OCEAN",3
"7936",-118.08,33.83,30,2188,556,2727,525,2.7759,136800,"<1H OCEAN",2
"7937",-118.08,33.82,30,2636,652,3412,649,2.8095,118300,"<1H OCEAN",2
"7939",-118.11,33.86,33,2389,410,1229,393,5.3889,234900,"<1H OCEAN",4
"7943",-118.13,33.87,45,1606,300,735,295,4.6765,198400,"<1H OCEAN",4
"7968",-118.19,33.86,36,2013,546,1659,522,3.1215,153600,"<1H OCEAN",3
"7976",-118.2,33.87,42,1482,310,1052,317,3.9469,158200,"<1H OCEAN",3
"7978",-118.17,33.87,40,2462,587,1821,536,3.5646,162600,"<1H OCEAN",3
"7980",-118.17,33.87,49,1937,445,1339,440,3.0319,162800,"<1H OCEAN",3
"7981",-118.17,33.87,48,2258,509,1395,492,3.765,164800,"<1H OCEAN",3
"7982",-118.17,33.87,45,2110,494,1404,454,2.9803,165900,"<1H OCEAN",2
"7984",-118.18,33.87,44,1832,401,1056,405,4.0658,175100,"<1H OCEAN",3
